Order_Date,Category,Quantity,Total_Sales
,Monitor,4.0,42900.0
,RAM,1.0,3445.0
,Monitor,4.0,65260.0
,CPU,2.0,37700.0
,Keyboard,2.0,2080.0
,Mouse,3.0,2340.0
,Monitor,4.0,54600.0
,HDD,2.0,16900.0
2022-01-10,SSD,2.0,11700.0
2022-02-10,CPU,1.0,11050.0
2022-03-10,Graphic Card,4.0,65000.0
2022-04-10,Computer Case,4.0,18200.0
2022-05-10,Mouse,3.0,17550.0
2022-06-10,Cabinet,4.0,10920.0
2022-07-10,Keyboard,2.0,2990.0
2022-08-10,Mouse,4.0,1820.0
2022-09-10,Monitor,2.0,24700.0
2022-10-10,HDD,1.0,13000.0
2022-11-10,SSD,1.0,8450.0
2022-12-10,CPU,1.0,11050.0
,Graphic Card,3.0,27300.0
,Computer Case,1.0,8515.0
,Mouse,1.0,9945.0
,Cabinet,2.0,2990.0
,Keyboard,1.0,1105.0
,Mouse,3.0,2535.0
,Monitor,4.0,39000.0
,HDD,4.0,52000.0
,SSD,4.0,54600.0
,CPU,2.0,22100.0
,Graphic Card,3.0,27300.0
,Computer Case,3.0,6552.0
,Mouse,3.0,25506.0
,Cabinet,3.0,10452.0
,Monitor,2.0,21450.0
,RAM,2.0,6890.0
,Monitor,4.0,65260.0
,CPU,1.0,18850.0
,Keyboard,3.0,3120.0
,Mouse,4.0,3120.0
,Monitor,1.0,13650.0
,HDD,2.0,16900.0
,SSD,3.0,17550.0
,CPU,3.0,33150.0
,Graphic Card,3.0,48750.0
,NIC,3.0,13650.0
2022-01-11,Printer,2.0,11700.0
2022-02-11,Cabinet,4.0,10920.0
2022-03-11,Keyboard,3.0,4485.0
2022-04-11,Mouse,3.0,1365.0
2022-05-11,Monitor,2.0,24700.0
2022-05-11,HDD,2.0,26000.0
2022-05-11,SSD,2.0,16900.0
2022-05-11,CPU,4.0,44200.0
2022-05-11,Graphic Card,4.0,36400.0
2022-05-11,NIC,3.0,25545.0
2022-05-11,Printer,1.0,9945.0
2022-05-11,Cabinet,3.0,4485.0
2022-05-11,Keyboard,3.0,3315.0
2022-05-11,Mouse,3.0,2535.0
2022-05-11,Monitor,1.0,9750.0
2022-05-11,HDD,2.0,26000.0
2022-05-11,SSD,2.0,27300.0
2022-05-11,CPU,2.0,22100.0
2022-05-11,Graphic Card,4.0,36400.0
2022-05-11,NIC,4.0,8736.0
2022-05-11,Printer,3.0,25506.0
2022-05-11,Cabinet,1.0,3484.0
2022-05-11,Monitor,1.0,10725.0
2022-05-11,RAM,2.0,6890.0
2022-05-11,Monitor,3.0,48945.0
2022-05-11,CPU,3.0,56550.0
2022-05-11,Keyboard,4.0,4160.0
2022-05-11,Mouse,2.0,1560.0
2022-05-11,Monitor,2.0,27300.0
2022-05-11,HDD,2.0,16900.0
2022-05-11,SSD,2.0,11700.0
2022-05-11,CPU,1.0,11050.0
2022-05-11,Graphic Card,2.0,32500.0
2022-05-11,RAM,2.0,9100.0
2022-05-11,Motherboard,3.0,17550.0
2022-06-11,Cabinet,3.0,8190.0
2022-07-11,Keyboard,2.0,2990.0
2022-08-11,Mouse,1.0,455.0
2022-09-11,Monitor,1.0,12350.0
2022-10-11,HDD,3.0,39000.0
2022-11-11,SSD,4.0,33800.0
2022-12-11,CPU,2.0,22100.0
,Graphic Card,3.0,27300.0
,RAM,3.0,25545.0
,Motherboard,2.0,19890.0
,Cabinet,4.0,5980.0
,Keyboard,3.0,3315.0
,Mouse,1.0,845.0
,Monitor,2.0,19500.0
,HDD,3.0,39000.0
,SSD,4.0,54600.0
,CPU,1.0,11050.0
,Graphic Card,4.0,36400.0
,RAM,3.0,6552.0
,Motherboard,3.0,25506.0
,Cabinet,3.0,10452.0
,Monitor,2.0,21450.0
,RAM,1.0,3445.0
,Monitor,1.0,16315.0
,CPU,4.0,75400.0
,Keyboard,3.0,3120.0
,Mouse,3.0,2340.0
,Monitor,4.0,54600.0
,HDD,1.0,8450.0
,SSD,1.0,5850.0
,CPU,2.0,22100.0
,Graphic Card,2.0,32500.0
,Computer Case,1.0,4550.0
,Mouse,4.0,23400.0
,Cabinet,3.0,8190.0
,Keyboard,2.0,2990.0
,Mouse,2.0,910.0
,Monitor,2.0,24700.0
,HDD,4.0,52000.0
,SSD,4.0,33800.0
,CPU,3.0,33150.0
,Graphic Card,3.0,27300.0
,Computer Case,1.0,8515.0
2022-01-12,Mouse,4.0,39780.0
2022-02-12,Cabinet,2.0,2990.0
2022-03-12,Keyboard,4.0,4420.0
2022-04-12,Mouse,2.0,1690.0
2022-05-12,Monitor,3.0,29250.0
2022-06-12,HDD,1.0,13000.0
2022-07-12,SSD,1.0,13650.0
2022-08-12,CPU,2.0,22100.0
2022-09-12,Graphic Card,4.0,36400.0
2022-10-12,Computer Case,2.0,4368.0
2022-10-12,Mouse,2.0,17004.0
2022-10-12,Cabinet,3.0,10452.0
2022-10-12,Monitor,2.0,21450.0
2022-10-12,RAM,3.0,10335.0
2022-10-12,Monitor,3.0,48945.0
2022-10-12,CPU,1.0,18850.0
2022-11-12,Keyboard,2.0,2080.0
2022-12-12,Mouse,3.0,2340.0
,Monitor,2.0,27300.0
,HDD,3.0,25350.0
,SSD,1.0,5850.0
,CPU,4.0,44200.0
,Graphic Card,2.0,32500.0
,NIC,2.0,9100.0
,Printer,2.0,11700.0
,Cabinet,3.0,8190.0
,Keyboard,4.0,5980.0
,Mouse,1.0,455.0
,Monitor,1.0,12350.0
,HDD,2.0,26000.0
,SSD,3.0,25350.0
,CPU,4.0,44200.0
,Graphic Card,4.0,36400.0
,NIC,3.0,25545.0
,Printer,1.0,9945.0
,Cabinet,2.0,2990.0
,Keyboard,3.0,3315.0
,Mouse,3.0,2535.0
,Monitor,1.0,9750.0
,HDD,3.0,39000.0
,SSD,1.0,13650.0
,CPU,3.0,33150.0
,Graphic Card,4.0,36400.0
,NIC,2.0,4368.0
,Printer,1.0,8502.0
,Cabinet,2.0,6968.0
,Monitor,3.0,32175.0
,RAM,4.0,13780.0
,Monitor,1.0,16315.0
,CPU,4.0,75400.0
,Keyboard,1.0,1040.0
,Mouse,1.0,780.0
,Monitor,3.0,40950.0
,HDD,4.0,33800.0
,SSD,1.0,5850.0
,CPU,2.0,22100.0
,Graphic Card,3.0,48750.0
,RAM,3.0,13650.0
,Motherboard,3.0,17550.0
,Cabinet,4.0,10920.0
,Keyboard,1.0,1495.0
,Mouse,2.0,910.0
,Monitor,3.0,37050.0
,HDD,3.0,39000.0
,SSD,3.0,25350.0
,CPU,1.0,11050.0
,Graphic Card,4.0,36400.0
,RAM,4.0,34060.0
,Motherboard,2.0,19890.0
,Cabinet,4.0,5980.0
,Keyboard,4.0,4420.0
,Mouse,1.0,845.0
,Monitor,3.0,29250.0
,HDD,3.0,39000.0
,SSD,1.0,13650.0
,CPU,2.0,22100.0
,Graphic Card,1.0,9100.0
,RAM,2.0,4368.0
,Motherboard,4.0,34008.0
,Cabinet,4.0,13936.0
,Monitor,2.0,21450.0
,RAM,3.0,10335.0
,Monitor,3.0,48945.0
,CPU,2.0,37700.0
,Keyboard,3.0,3120.0
,Mouse,3.0,2340.0
,Monitor,2.0,27300.0
,HDD,4.0,33800.0
,SSD,3.0,17550.0
,CPU,4.0,44200.0
,Graphic Card,1.0,16250.0
,Computer Case,2.0,9100.0
,Mouse,1.0,5850.0
,Cabinet,4.0,10920.0
,Keyboard,4.0,5980.0
,Mouse,4.0,1820.0
,Monitor,4.0,49400.0
,HDD,4.0,52000.0
,SSD,1.0,8450.0
,CPU,1.0,11050.0
,Graphic Card,4.0,36400.0
,Computer Case,2.0,17030.0
,Mouse,2.0,19890.0
,Cabinet,4.0,5980.0
,Keyboard,3.0,3315.0
,Mouse,1.0,845.0
,Monitor,2.0,19500.0
,HDD,2.0,26000.0
,SSD,3.0,40950.0
,CPU,2.0,22100.0
,Graphic Card,4.0,36400.0
,Computer Case,2.0,4368.0
,Mouse,3.0,25506.0
,Cabinet,4.0,13936.0
,Monitor,2.0,21450.0
,RAM,3.0,10335.0
,Monitor,1.0,16315.0
,CPU,2.0,37700.0
,Keyboard,4.0,4160.0
,Mouse,3.0,2340.0
,Monitor,2.0,27300.0
,HDD,2.0,16900.0
,SSD,1.0,5850.0
,CPU,2.0,22100.0
,Graphic Card,2.0,32500.0
,NIC,1.0,4550.0
,Printer,2.0,11700.0
,Cabinet,3.0,8190.0
,Keyboard,1.0,1495.0
,Mouse,1.0,455.0
,Monitor,2.0,24700.0
,HDD,2.0,26000.0
,SSD,2.0,16900.0
,CPU,3.0,33150.0
,Graphic Card,4.0,36400.0
,NIC,2.0,17030.0
,Printer,2.0,19890.0
,Cabinet,2.0,2990.0
,Keyboard,2.0,2210.0
,Mouse,4.0,3380.0
,Monitor,1.0,9750.0
,HDD,1.0,13000.0
,SSD,4.0,54600.0
,CPU,1.0,11050.0
,Graphic Card,2.0,18200.0
,NIC,4.0,8736.0
,Printer,4.0,34008.0
,Cabinet,2.0,6968.0
,Monitor,4.0,42900.0
,RAM,2.0,6890.0
,Monitor,2.0,32630.0
,CPU,2.0,37700.0
,Keyboard,1.0,1040.0
,Mouse,2.0,1560.0
,Monitor,4.0,54600.0
,HDD,1.0,8450.0
,SSD,1.0,5850.0
,CPU,4.0,44200.0
,Graphic Card,2.0,32500.0
,RAM,2.0,9100.0
,Motherboard,3.0,17550.0
